"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Aruba","ABW","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","","29.4627237190387","30.2850903797161","30.0442306069047","30.5341370155783","31.2771963419063","32.216241055603","33.2860388708175","33.4360062867605","35.2681695161397","35.8752023308514","36.8596526588061","42.2674521703151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","","0.156862745098039","0.194805194805195","0.258064516129032","0.256410256410256","0.384615384615385","0.510529674537333","0.637429882712902","0.637429882712902","0.699745547073791","0.698856416772554","0.759493670886076","0.758533501896334","0.739570164348925","0.720606826801517","0.695322376738306","0.670037926675095","0.651074589127686","0.625790139064475","0.56890012642225","0.505689001264223","0.442477876106195","0.379266750948167","0.316055625790139","0.252844500632111","0.189633375474083","0.189633375474083","0.151706700379267","0.151706700379267","0.151706700379267","0.151706700379267","0.151706700379267","0.139064475347661","0.140593047034765","0.14280150590679","0.143734483209199","0.143847260363541","0.143135979180221","0.141807399767952","0.143734483209199","0.14317323961994","0.132760640374854","0.209690023443605","0.123520329387545","0.145854657113613","0.169122357463165","0.912240184757506","1.29715165511932","0.219399538106236","0.2861542409855","","","","","","","","","","","","","",
"Africa Western and Central","AFW","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","","0.436556991772506","0.59469941822883","0.696429796848522","0.809659944321645","0.922076561622287","1.13028490552748","1.20456639619914","1.29015013674248","1.34357559521172","1.60913083466879","1.79199811378264","2.07406923365952","2.08728251175306","2.41926530612245","2.52668742818126","2.70000331268427","3.21893878739355","3.51073780305298","3.75484798607564","3.85944219637446","4.31741176015024","4.36153759100683","4.45077817363585","4.2828059460503","4.23714507579594","4.02391867028409","4.18206504775579","4.25319421111847","4.38349843105888","4.38500187476565","4.31884849879213","4.69274517963657","4.72742373905165","4.76386128333679","4.70052341208092","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","","2.99625468164794","6.09259259259259","7.35294117647059","10.2436363636364","10.8303249097473","13.3178571428571","15.9010600706714","18.5314685314685","22.0689655172414","24.5275862068966","27.9586206896552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Albania","ALB","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","","67.1296296296296","87.1559633027523","86.3636363636364","94.8081264108352","94.1521739130435","99.2421052631579","109.036885245902","114.38","115.372549019608","115.451055662188","126.415094339623","137.037037037037","149.343065693431","156.193895870736","170.870337477798","170.434782608696","172.413793103448","173.241852487136","173.241852487136","172.735042735043","173.469387755102","174.872665534805","176.910016977929","173.174872665535","168.93039049236","173.174872665535","180.169491525424","196.610169491525","207.903780068729","212.435233160622","163.823529411765","155.709342560554","156.82842287695","157.712305025997","154.904679376083","144.072790294627","136.851211072664","141.247833622184","142.1143847487","139.913494809689","132.301038062284","130.017301038062","102.370242214533","131.038062283737","150.966542750929","135.308219178082","126.59169550173","121.934426229508","","","","","","","","","","","","","","",
"Andorra","AND","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4370.37037037037","4412.5","4589.74358974359","4636.36363636364","4671.05263157895","4584.41558441558","","","","","","","","","","","","","",
"Arab World","ARB","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","","20.3706331413003","21.331664723115","22.4340408649078","23.5786780623577","24.7173906993571","26.6620944489545","30.441090473671","31.8542582686868","33.5088159803593","34.8088827203331","35.2005282734084","38.0910057526105","40.30711794201","42.5116090712743","45.4627753006351","47.0908653974527","48.827336197637","52.7126068376068","57.6705062952049","60.8714573539288","65.4669452543267","69.3355044327498","73.3266320815131","76.8035896471821","83.4251346856984","87.0890282523544","89.296949414339","91.1916139972252","89.9205466961052","94.6848413464698","97.3756693199163","96.1536304307218","101.281207721609","103.845235147401","112.266478159126","111.925070260612","113.581331924284","115.213820181066","126.81375327234","153.973009644651","168.44307393631","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","","244","248","252","256","260","220","223.333333333333","226.666666666667","230","200","202.857142857143","205.714285714286","182.5","164.444444444444","136.363636363636","138.181818181818","128.333333333333","130","131.666666666667","100","85.2631578947368","91.1111111111111","72.1739130434783","70","65.3846153846154","59.3103448275862","60","60.6896551724138","61.3793103448276","51.4285714285714","52.2857142857143","45.7894736842105","41.5","44.047619047619","63.0232558139535","61.5217391304348","60.4444444444444","76.3888888888889","63.953488372093","63.3333333333333","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","","64.5265365381513","67.7789363920751","71.4285714285714","75","75.7538732222277","74.0466493891151","73.8552437223043","71.2758374910905","67.5753948333784","64.75","65.7692307692308","67.1769230769231","69.2307692307692","69.2307692307692","69.2307692307692","69.2307692307692","69.2307692307692","66.5384615384615","65.9230769230769","64.1153846153846","81.9230769230769","75.4444444444444","74.7407407407407","75.4444444444444","75.5555555555556","83.3333333333333","91.4179104477612","101.559525164031","100.528900642236","99.5296331138288","98.5194902548726","97.5172671271234","96.5042766827817","95.4885547077561","94.484412470024","93.4881669851536","92.4963396778917","91.5223336371923","90.5491791370042","89.5803183791606","88.6253874432351","87.6893259636781","","","","","","","","","","","","","","","","","","","","",
